title,comment_text,author_id,votes_up,votes_down,votes_count,votes_point,comment_count,parent_id,comment_thread_id,course_id,text_type,update_timestamp
Hello,I am Elena from Spain. I hope this course help me to improve my skills in data analysis using excel. ,16249849,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T02:53:37.088Z
Module 1 QUIZ Q2,"To me, it seems that the answer to the question is not listed.

Adapt 42

Calculate the average rate of return for each of the stocks in Module 1_Quiz CAGR.xlsx since 2007. Which is the average rate of return for Intel?


-.727%
.534%
.689%
.752%


",12693886,0,0,0,0,7.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-11-07T22:38:09.865Z
Module 4 Quiz,"Hi, 

where is Module 4 Quiz_Department Store.xlsx? I need it for the quiz. 

Thank you.",15427855,0,0,0,0,6.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-25T02:12:09.990Z
Nominal v Ordinal,"This kind of question always seems to get me, and wouldn't you know it, it's the first one in the homework:
My favorite fast food chain... categorical or numerical?  Categorical, of course. 
Now...Nominal or ordinal?
I answered Ordinal...it said I was wrong.
If ordinal variables are things you can rank, why wouldn't my favorite anything be ordinal?
If it's my favorite, that means it's the highest in a list of chains ranked by how much I like them.
How is that not considered ordinal?
",5516957,0,0,0,0,7.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-11-15T06:50:59.576Z
Please - make this course less US-only,"I love this course (once you're past the pre-test, that is), but there is one sore thumb sticking out: lots of examples & questions make sense to US-citizens only. 

If you look at the students taking this course, they come from all over the world, but still I get questions like: ""You know that a studentΓÇÖs class is Freshman, Sophomore, Junior, or Senior"". I can sort of deduct what is meant here, but really, can you make the course a bit more international please? Also, for the year 1971, the Vietnam war does not spring to my mind first. Etc. ",13103099,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T08:12:52.948Z
,"Typically if you are making a number of trials of the same type, such as rolling a die, flipping a coin, drawing a card, then the sample space is the number of outcomes of each trial raised to the power of the number of trials.  So three die rolls gives you a space of 6^3, ten coin flips would be 2^10, five cards drawn would be 52^5 (assuming you are replacing the card and reshuffling each time).  Factorials get involved when the sample space involves arrangements of items in a particular order.  For example what is the chance that you could shuffle five cards and deal them out in increasing order, ace, two, three, four, and five.  That's one arrangement of a sample space of 5 factorial, or 1/120.",2556761,0,0,0,0,,,59f627a94ed74909bd0029ec,Microsoft+DAT222x+4T2017,Comment,2017-11-04T03:39:30.199Z
,"Thanks for question. I should have said use the file Blyth,xlsx. Then as previous  response states you can read the correct answer.",414329,0,0,0,0,,,59f2985e4ed74909ac0027cf,Microsoft+DAT222x+4T2017,Comment,2017-10-27T19:42:01.510Z
,Percentage Return = (FInal Price-Initial Price)/Initial Price,414329,0,0,0,0,,,59efedb54ed74909eb0025d9,Microsoft+DAT222x+4T2017,Comment,2017-10-27T19:36:45.406Z
,I think this problem is ok here but it could be in the independent event section. Key is to note that Prob you lose each time is (37/38)*(37/38)*....(37/38)  25 times. This follows from independent of successive spins but you could also say P(lose on 2nd toss|lost on 1st toss) = 37/38 and then it looks like conditional probability. ,414329,0,0,0,0,,,59f1502b50ef220a0b0026c7,Microsoft+DAT222x+4T2017,Comment,2017-10-27T19:35:55.759Z
,"Totally agree, if they want to demoralise us with this test they have certainly succeeded in my case. I really can't see the point of these topics at the start, surely if we knew how to answer all of these questions we wouldn't need to do the course. The second thing was the sheer number of questions...wy too many. ",315338,0,0,0,0,,59ebe79950ef220a0b002373,59e925f1bc04a609f60022d9,Microsoft+DAT222x+4T2017,Comment,2017-10-27T16:48:53.098Z
,thank you,14221599,0,0,0,0,,59f1b0f5bc04a609f3002802,59ef09e94ed74909df0024f9,Microsoft+DAT222x+4T2017,Comment,2017-10-27T13:59:21.361Z
,"Several students have asked why they are being asked to take a pretest. Our goal at Microsoft is to improve the speed at which our learners achieve mastery of a subject. As Liberty mentioned in her email to students, we are experimenting with several different ways to deliver this content. The pretest allows us to compare your knowledge prior to starting the course with that achieved upon completion; this comparison will be used to evaluate the effectiveness of each delivery method. Keep in mind that pretest is only worth one homework point. To earn that point, you must answer at least 34 questions. If you answer fewer questions, you will be awarded a fraction of that point based on the proportion of the 34 items that you did answer. This score is NOT based on the number of questions you answer correctly; it is based on the number of questions that you attempt. Thanks for taking the time to attempt the pretest; your participation will help us better understand how our various delivery designs affect the speed with which students achieve mastery.",6606528,0,0,0,0,,,59ef598fbc04a60a2b002557,Microsoft+DAT222x+4T2017,Comment,2017-10-27T13:37:56.729Z
,Thank you.,15014050,0,0,0,0,,59eda6d7bc04a60a160022b1,59ec59b54ed74909e80022b2,Microsoft+DAT222x+4T2017,Comment,2017-10-24T08:02:25.831Z
,just divide the sd of the sample by 2. The SD of the total sample of 2 draws is 3.162. Dividing it by two results in 1.58 which is the answer. ,16408499,0,0,0,0,,,59eb8c5e4ed74909df0022ff,Microsoft+DAT222x+4T2017,Comment,2017-10-24T07:01:38.188Z
,"Any news?

You could also write down the answer so that we can move on :-)",15427855,0,0,0,0,,,59eccc514ed74909e80022ee,Microsoft+DAT222x+4T2017,Comment,2017-10-24T06:08:29.273Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59edec924ed74909bd00248b,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:52:29.279Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee0851bc04a609e700258d,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:52:11.300Z
,"Welcome to the course. Happy learning!
",16524953,0,0,0,0,,,59ee0aab50ef2209ff0025be,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:52:04.072Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee0e0dbc04a609fe0025d6,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:51:31.215Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee160e50ef220a11002573,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:50:10.017Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee29fe4ed74909b8002458,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:49:58.796Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee4a6d4ed74909f4002530,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:49:34.650Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee573750ef2209d500248a,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:49:22.987Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee5e4bbc04a609f9002554,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:48:55.643Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59ee86084ed74909d600248a,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:47:56.867Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59eec8c94ed74909fa00254d,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:44:36.135Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59eed06650ef2209de002543,Microsoft+DAT222x+4T2017,Comment,2017-10-24T05:44:20.494Z
,"Hi SteveBikoOten,

Welcome to this course, happy learning!",9080860,0,0,0,0,,,59edeb7bbc04a609f6002529,Microsoft+DAT222x+4T2017,Comment,2017-10-24T01:50:09.928Z
,"Hi Tebasak1∩╝î

Well done, hope you enjoy this course and learn more, happy learning!",9080860,0,0,0,0,,59ee109f4ed74909ca0024f7,59ee100e50ef220a16002625,Microsoft+DAT222x+4T2017,Comment,2017-10-24T03:02:49.578Z
,"Same here, file is not on the zip files for quizes provided at the start of the course.
File requested name is Module 4 Quiz_Department Store.xlsx",16261278,0,0,0,0,,59ed8bf150ef2209d2002516,59ed7314bc04a60a0200247c,Microsoft+DAT222x+4T2017,Comment,2017-10-24T01:36:27.281Z
,"I've been wondering the same thing!!!!!  I'm on 51.  Seriously, I'm done....",14237707,0,0,0,0,,,59eb2c3e50ef2209d50022ef,Microsoft+DAT222x+4T2017,Comment,2017-10-24T00:40:40.678Z
Hi,"Hi, I am from Mongolia. I would like to refresh my statistics knowledge and learn how to use Excel for data analysis. ",6196815,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:37:41.691Z
Hi ,"Hello People.Olalekan from NIgeria, presently a data analyst. Great to be here and looking forward to learning analysis using excel and to add to my excel knowledge and build my data analysis skill set.",11888606,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:38:10.023Z
H everyone,Would like to get more out of Excel and this courser seems ideal - I'm Garry from the UK,12616525,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:38:22.601Z
Jackson Nowa,"Hi. I am Jackson Nowa, an occupational therapist from Namibia. I wish to learn statistics to assist me in my research at the hospital that I  am working. ",7580918,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:38:55.979Z
Hello,"Hi I am Nigel from Australia,

I am a Business Intelligence Analyst in insurance. I hope to learn to use Excel for more than just making simple reports. ",16341707,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:39:08.289Z
Nice to meet you all!,"Hi!  I'm Jeny De Figueiredo, new to the Seattle area looking to learn about something that has always fascinated me!",14237707,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:39:20.820Z
Hello,"I am Abiola from Nigeria. I found DAT205 and DAT206 so educating and didactic. Hope this will be as well. Hopefully, finishing this will help me stay on top in my Data science and analysis dream!",13011999,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:39:44.925Z
Algeria,"My name is Abdelghani, I am from Algeria and working in safety field, I am also doing a masters degree in environmental engineering and sustainable development, I want to master data analyzing for my work and research.

If you have another techniques to help me please do",2969296,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:40:04.418Z
Introduction ,"Hi, IΓÇÖm Steve.
Retired Semiconductor professional. Taking EDx courses for fun and to keep the brain working",274577,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:40:13.893Z
Hello,Hi I am Ibiyemi. Hoping to gain mastery of excel in analyzing data,10441632,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T06:40:38.443Z
Hello,"Hi,
I'm Patricia. Looking forward to using Excel. taking this course as a refresher.",13086448,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-17T11:20:16.129Z
Off to a poor start,"So, this is the 6th Microsoft EdX course I'm taking and none started as awfully as this one, because of the pre-test.
First, as pointed out: the necessary Excel file is missing. And MS staff seem too busy to keep us informed about this.
Second, the wording of some of the questions is awful. My English is near-native, but I never knew that a ""face card"" means the J, Q and K cards only. The 12-sided die gives integers only, but when I answer the 'expected value' I am supposed to use decimals? That is confusing and has NOTHING to do with statistics. Etc. For non-native speakers, translating the questions is tiring enough in itself, without even trying to answer them.

I hope it's just the start. C'mon Microsoft, please fix it!",13103099,4,0,4,4,6.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-21T05:28:10.156Z
problem to find course files,"Hi
At the end of each session (Homework) we are given some questions and has been mentioned that use the JulyDescriptiveStatsHW.xlsx file. But I can't find that file. Where is it?",15014050,0,0,0,0,2.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-24T08:02:25.833Z
Hello from Neta,"Hi, I'm a business and systems analyst so I know this course will help broaden my toolset.  Looking forward to a great course and good discussions with all of you.",12238135,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T08:37:16.468Z
Introduction,"Greetings to all!
I am Jacques from South Florida. This is my 7th course of the MPP in Data Science. Looking forward to the learning experience.",15215355,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:22:51.680Z
Muhammad Auwal,I'm  Auwal Muhammad I'm a computer scientists from Nigeria i want to be a data analyst,15849967,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:24:08.315Z
Introduction !,"I am Ankit from India, need to understand how to analyze the data from excel. Currently pursuing MS in CS specialization in Data Analytics.",15994389,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:24:05.168Z
Hello from Atlanta,Former electrical engineer wanted to brush up on the old skill set,2061930,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:24:14.998Z
greetings from M├⌐xico,Waiting to learn statistics,2756234,0,0,0,0,2.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T03:06:50.966Z
Introducing myself,"Hello. I am Joseph Maudjorm from Ghana. I'm looking forward to understanding statistics, using excel and applying it to my masters thesis",8081642,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:24:18.427Z
Hello!,Hello everyone. I am Sukhveen from India. ,16097822,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:24:27.128Z
"Introduction pre-test, adapt51 question","Hi,

Can anyone explain to me how the CAGR for stock 5 is .029? I googled the formula and I assume that the correct formula is CAGR = (ending value/ starting value)^(1/number of periods)-1
In our case, the number of periods is 42 years.
Thank you,
Ayoub",12745360,0,0,0,0,0.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-21T18:25:47.302Z
Adapt 250 ,"The question is: 

""A drawer contains 4 capsules numbered 1, 3, 5, and 7. A sample of size 2 is drawn with replacement. What is the standard deviation of x-bar?""

I have done the calculations few times but every time I get the wrong answer. It seems so simple yet I can't find out what I am doing wrong. 

Any help would be greatly appreciated.
",13008556,1,0,1,1,5.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-11-20T06:57:53.448Z
Trouble Installing Analysis Toolpack,"I have Excel 2016 installed on in Windows 10 box from a previous course. Tried to install the Analysis Toolpack add-in many times, but it will not show in the Data ribbon. Have googled this for days, without any luck.

Any suggestions?

Thanks!",12892643,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T09:28:53.002Z
Link Page 1_Quiz Data_Stocks.xlsx ?,"please, where is the link/page for 1_Quiz Data_Stocks.xlsx ?

tnx
Dan",15839915,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T08:47:01.329Z
,"Hi Refiloe, welcome to the course. Happy learning.",12639383,0,0,0,0,,,59f31fe8bc04a609d90028d0,Microsoft+DAT222x+4T2017,Comment,2017-10-27T13:33:56.564Z
,"Hi Samson, welcome to the course. Happy learning.",12639383,0,0,0,0,,,59f2f8024ed74909cd002865,Microsoft+DAT222x+4T2017,Comment,2017-10-27T13:33:44.657Z
,"Hi, the formula is binom,dist.range(trials, pzero,success,trials) and as per the question, trials = 500, successes = 10 , pzero = .01",12639383,0,0,0,0,,,59f322534ed74909af002917,Microsoft+DAT222x+4T2017,Comment,2017-10-27T13:32:25.647Z
,I agree. The correct answer is not among the options... ,11497132,0,0,0,0,,59f0f6c8bc04a60a11002600,59ef83284ed74909b20027b0,Microsoft+DAT222x+4T2017,Comment,2017-11-14T16:35:22.611Z
,"Hi, if you want to get a certificate  then you have to go for the verified certificate. On the course Home page there is a link Upgrade to Verified Certificate.

![Upgrade][1]


  [1]: https://edxuploads.s3.amazonaws.com/1509092216447606.png",12639383,0,0,0,0,,,59f2e41250ef2209f0002836,Microsoft+DAT222x+4T2017,Comment,2017-10-27T08:17:14.203Z
,"Hi Tshepo, welcome to the course. Happy learning,",12639383,0,0,0,0,,,59f2dd5250ef2209ed0027ae,Microsoft+DAT222x+4T2017,Comment,2017-10-27T08:14:29.864Z
,"Hi BeverlyAnd, we have total of 10 balls, so for placing one blue  ball is having the probability of 6/10. Know if placing the another ball is blue and it is said its **without replacement** then we remain with 9 ball out of 10 as we already placed one ball. So for the placing another ball gives the probability of 5/9. Hope this helps you.",12639383,0,0,0,0,,59f18b964ed74909c300268e,59f1514e50ef220a160028b7,Microsoft+DAT222x+4T2017,Comment,2017-10-27T08:13:41.922Z
,"Hi BeverlyAnd

Please specify your question location, like this: module x/sectionx/question x

Thank you.",16524953,0,0,0,0,,,59f2d954bc04a609f30028db,Microsoft+DAT222x+4T2017,Comment,2017-10-27T07:12:15.752Z
,"Hi BeverlyAnd

Below is the video link:
https://courses.edx.org/courses/course-v1:Microsoft+DAT222x+4T2017/courseware/5c8256cbfcaf4b15b197ace38310a6fb/bb1e124bdd964f86b7e965c658b6316e/?activate_block_id=block-v1%3AMicrosoft%2BDAT222x%2B4T2017%2Btype%40sequential%2Bblock%40bb1e124bdd964f86b7e965c658b6316e

I think you need to watch all six videos, so you will understand how to compute the Conditional Probability.",16524953,0,0,0,0,,59f1968450ef2209e90026b3,59f1502b50ef220a0b0026c7,Microsoft+DAT222x+4T2017,Comment,2017-10-27T07:04:40.829Z
,"Why is there no difference between the probability of the first ball and the second ball? How would the probability of the first ball be impacted by the probability of the second ball, which at the time of it's picking that probability would be 6/10 (3/5), so the probability of the second ball would be  5/9. The first ball would be independent, the second ball would be dependent.",13683305,0,0,0,0,,59f18b964ed74909c300268e,59f1514e50ef220a160028b7,Microsoft+DAT222x+4T2017,Comment,2017-10-27T06:46:32.358Z
,Can you tell me which video to watch so that I would know to raise it to the 25 power?,13683305,0,0,0,0,,59f1968450ef2209e90026b3,59f1502b50ef220a0b0026c7,Microsoft+DAT222x+4T2017,Comment,2017-10-27T06:38:06.276Z
,"Hi Adam

Welcome to the course. Happy learning!",16524953,0,0,0,0,,,59f2ca8fbc04a60a1f00287d,Microsoft+DAT222x+4T2017,Comment,2017-10-27T06:06:03.249Z
,Yes it helped. I guess I never even noticed the word ΓÇ£naturalΓÇ¥. Thanks,5516957,0,0,0,0,,59edcadfbc04a60a1f0024c8,59ecb17e50ef2209ed002378,Microsoft+DAT222x+4T2017,Comment,2017-10-23T22:12:32.790Z
,"Excel's average function provides the arithmetic mean, but given the nature of the problem, you should use the geometric mean here ... I think we need some time to get used to the fact that what we understand as average on a common day-to-day language basis is just one specific type of average, i.e. the arithmetic one, while there are others out there like e.g. the geometric one.",9593743,0,0,0,0,,59edecbe4ed74909ca0024da,59ecec2150ef2209ff0024fb,Microsoft+DAT222x+4T2017,Comment,2017-10-23T21:10:22.646Z
,"From histogram you can also see there are some really use gold returns , much more spread out than REITs. Bond returns are much tighter to the mean than either REITS or GOLD.",414329,0,0,0,0,,,59e9bf5e4ed74909fd0022f8,Microsoft+DAT222x+4T2017,Comment,2017-10-23T18:02:33.244Z
,"We are looking for variability, **not skewness**. Spread about mean is variability. Again VAR or STDEV makes this easier.",414329,0,0,0,0,,,59e9bf5e4ed74909fd0022f8,Microsoft+DAT222x+4T2017,Comment,2017-10-23T17:57:55.567Z
,"found it!
",14286833,0,0,0,0,,,59ee100e50ef220a16002625,Microsoft+DAT222x+4T2017,Comment,2017-10-23T15:54:07.661Z
,"You might want to have another look at where the histogram data is pointing at. When I use the SKEW() function, I find that gold is the most skewed followed by REIT and then bonds.",16341707,0,0,0,0,,59eada2350ef2209d50022d0,59e9bf5e4ed74909fd0022f8,Microsoft+DAT222x+4T2017,Comment,2017-10-23T15:25:56.000Z
,"I think there is a general confusion to the question but (since I got it right) it is asking you to rank the intensity of the skew.  

Use the SKEW() formula and this should give you a better understanding of it. The skew gives Gold: 2.23, REIT: -0.8, and Bonds: 0.31. 

As you approach zero (either from positive or negative) your skewness goes down. Gold is the most skewed because it is furthest away from zero, REIT the second because it is 0.8 because the negative is irrelevant when speaking about intensity, and finally Bonds because it is closest to 0. 

I hope that helps. ",16341707,0,0,0,0,,,59e9bf5e4ed74909fd0022f8,Microsoft+DAT222x+4T2017,Comment,2017-10-23T15:24:20.957Z
,"thanks for your help, annesmith-Lex. I realize I'm having the same issue as the other 2 students. the quiz question involved is Adapt263.",15229757,0,0,0,0,,59ed8ac44ed74909d60023df,59eccc514ed74909e80022ee,Microsoft+DAT222x+4T2017,Comment,2017-10-23T15:00:23.377Z
,"Good Morning,
Thanks for the response! It is Adapt263",15229757,0,0,0,0,,59ed8bf150ef2209d2002516,59ed7314bc04a60a0200247c,Microsoft+DAT222x+4T2017,Comment,2017-10-23T14:58:38.051Z
,Thanks for sharing your steps!,6976943,0,0,0,0,,59edca1ebc04a60a2b00242e,59ecec2150ef2209ff0024fb,Microsoft+DAT222x+4T2017,Comment,2017-10-23T13:46:17.320Z
,"We are very specific in the wording of our questions. If we meant at least 2, we would have used the words ""at least"" 2. Given that we didn't here, assume exactly 2.",6976943,0,0,0,0,,59ed945e50ef2209e600238b,59ed4720bc04a609e7002520,Microsoft+DAT222x+4T2017,Comment,2017-10-23T13:41:43.104Z
,"The pre-assessment is worth 1 point, and as long as you answer at least 34 questions, you will earn the point. If you answer less than that, you get the fraction of the point that is equivalent to the percent that you answered. It has NOTHING to do with correctness, though. It is entirely based on the number answered. We did this because we need a good baseline of your preknowledge to evaluate the effectiveness of our experimental designs on your knowledge after the course. By adding a tiny bit of importance to the pretest by making it worth 1 point, we are hoping that students will take the time to do the pretest. Note that the pre and post surveys are also worth a point in the homework and this is no different.",6976943,0,0,0,0,,,59e925f1bc04a609f60022d9,Microsoft+DAT222x+4T2017,Comment,2017-10-23T13:32:32.776Z
Greetings and introduction,"Greetings to you,my name is Wilkista from Kenya and looking foward to learn more.",12421796,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-17T09:38:35.593Z
"Hi all. I'm Lawrence, with interest in Public Health. Looking forward to learn more from everyone on data analysis",Is it possible to use R for systematic reviews?,13548596,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-20T10:24:04.227Z
Trial for MAC,"Hi, could you please provide the trial link for MAC users? 
thanks, 
Andrea",8677749,1,0,1,1,2.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-19T11:30:54.288Z
Hi,"Hi all! Ange here, hope to learn more to progress my career. Cheers",12257565,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T02:38:18.384Z
Yo!,Yo!  Hope to have fun learning statistics in excel and be able to apply it in the realm of metrology.  ,15771247,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T02:38:16.355Z
Hi everyone,I am Catherine Igoh. I am here to learn about data analysis using microsoft excel.,1553467,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T02:38:13.468Z
Hello,"Hello, my name is Alaa. I am looking forward to learn this skill to have a better understanding of research",10130571,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T02:38:09.311Z
Why I should Learn Data Analysis,"Hello, my name is Sheriff Al Sire from Bangladesh.  I am keen to learn Data analysis using excel because i am working at online news portal as a researcher. We have take lots of data from news media on political violence, women violence, militant activities- so that, it is essential for me to know how to do data analysis. ",15414459,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-17T10:25:10.836Z
Why pre-test is graded?,"I suppose that Pre-test serves for ""test"" our skills BEFORE the course. If it is graded, it counts for % and gain certificate. I think this is bad in the ""economy"" of the course.",7508713,5,0,5,5,10.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-23T13:22:30.685Z
Hi,HI.  I am Kanini from Kenya.  Look forward to learning.,15333874,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T02:38:04.311Z
About me,"Assalamualaikum, I am a research student. I got myself enrolled in this course to learn data analysis using Excel. I am very weak in Excel but I expect this forum to helpful for me. Thanks.",16137731,0,0,0,0,1.0,,,Microsoft+DAT222x+4T2017,CommentThread,2017-10-18T02:38:06.783Z
,I am having the some issue with this. Please help me with this problem,14131857,0,0,0,0,,,5a0fc78c0c1c981698000c98,Microsoft+DAT222x+4T2017,Comment,2017-11-19T21:53:52.919Z
,"@JSmith-Lex 

q1. Why is the mean the probability of winning - probability of losing ?  I don't recall seeing this approach to arriving at mean for a given scenario in prior lecutures, homework, quizzes.

q2. Why is E(Winnings^2) - E(Winnings)^2 = 1^2 - (-.014/the mean)^2 and not 1^2 - 1^2?
",13739955,0,0,0,0,,5a0ceafc4ea04c16da000ae3,5a0c51b6af36f315c7000a2e,Microsoft+DAT222x+4T2017,Comment,2017-11-19T21:09:40.079Z
,"@benmcchesney i'm with you on M3L7HW2 where it appears the question meant to say ""What is the chance the Dow Jones Index increases by 20 points [ not % ] or more during a year?"" given the correct answer and show answer details.

",13739955,0,0,0,0,,5a0e1a4a0c1c9816b2000b53,59f00ff150ef2209de002644,Microsoft+DAT222x+4T2017,Comment,2017-11-19T21:00:33.257Z
,"Hi, thanks for the feedback.",12639383,0,0,0,0,,59f05eaebc04a609fc002775,59ef598fbc04a60a2b002557,Microsoft+DAT222x+4T2017,Comment,2017-10-27T04:56:55.777Z
,"Hi Jaqo, you can extend this after writing the formula in two cells and expand it to last row. This is will automatically paste to the other cells.",12639383,0,0,0,0,,59f051e1bc04a60a2f00268c,59efedb54ed74909eb0025d9,Microsoft+DAT222x+4T2017,Comment,2017-10-27T04:46:39.391Z
,"Hi MelMakgaba, Percentrank formula need array, x and significance(optional). So, in this question array is your daily percentage return that you have calculated using the formula (Current Day- Previous Day)/Previous Day. and x is your September 17, 2007 value. The function is explained in Module1 > Descriptive Statistics  > Descriptive Statistics with Analysis ToolPak > Computing Average, Median, Variance, Standard Deviation, and Skewness . Hope this helps you,",12639383,0,0,0,0,,59f051e1bc04a60a2f00268c,59efedb54ed74909eb0025d9,Microsoft+DAT222x+4T2017,Comment,2017-10-27T04:45:40.630Z
,"Hi 

You can Put .05 and 250 in the Blyth.xlsx to get the right answer . The path to this file is ""CourseDemoFiles\Module4Demos"".
",16524953,1,0,1,1,,,59f2985e4ed74909ac0027cf,Microsoft+DAT222x+4T2017,Comment,2017-10-27T04:41:10.475Z
,"Hi SteveColt

Thank you for your feedback. We will make sure that it reaches the concerned team at the earliest.┬á
Good Luck! ",16524953,0,0,0,0,,,59f2426a4ed74909c3002713,Microsoft+DAT222x+4T2017,Comment,2017-10-27T03:00:40.391Z
,Your pre-test is ridiculous. Why would you make such a long pre-test. Why would anyone take this course if we already knew everything on the pre-test. If it's just for data purposes -- fine -- but this may actually impact whether we pass the course or not!,10037972,0,0,0,0,,59f05eaebc04a609fc002775,59ef598fbc04a60a2b002557,Microsoft+DAT222x+4T2017,Comment,2017-10-27T02:36:26.510Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f1dbb1bc04a60a2f0027b5,Microsoft+DAT222x+4T2017,Comment,2017-10-27T01:31:45.164Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f2241dbc04a60a07002797,Microsoft+DAT222x+4T2017,Comment,2017-10-27T01:31:21.657Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f225e54ed74909f4002806,Microsoft+DAT222x+4T2017,Comment,2017-10-27T01:31:03.023Z
,Welcome to the course. Happy learning!,16524953,0,0,0,0,,,59f24bd6bc04a60a0a0027d3,Microsoft+DAT222x+4T2017,Comment,2017-10-27T01:28:14.773Z
,thanks adkjeff!,15229757,0,0,0,0,,59f2269e4ed74909b5002841,59f2183650ef2209f600282d,Microsoft+DAT222x+4T2017,Comment,2017-10-26T20:49:42.924Z
,Ah yes they are Steve Colt!  I was seeing only brackets.  Thank you!,14237707,0,0,0,0,,59f0a58850ef2209fc00271a,59efe8d54ed74909c70026c8,Microsoft+DAT222x+4T2017,Comment,2017-10-26T20:18:38.273Z
